index,Class,tweet
5720,1,We are too busy for you! RUTO orders immediate arrest of KISIIs and KIPSIGIS for doing this
5721,1,We are told Maasais dont eat game meat. Three Maasai warriors battle fifteen lions over a 'meal'
5722,1,We are told the Kenyatta's are very wealthy old money. In 1963 when Kenya gained independence Jomo Kenyatta was a 73 year old poor man.
5723,1,We are tired of your threats just hire hitmen for all Kenyans. You deserve Kenya alone
5724,1,We are tired of your silly gestures. Congratulate kikuyus not Kenyans. You don't really read between the lines.
5725,1,We are tired of your A$$ S Stop using S X appeal to attract viewers - NYAKUNDI goes hard on LILLIAN MULI...
5726,1,we are tired of uhuru n his family who steal from us too yet they blame Raila shindwe
5727,1,We are tired of this old man's shenanigans. It's for him to retire.
5728,1,We are tired of the threats that if we elect kikuyus as president there will be PEV. This time round we are more than prepared. Bring it on
5729,1,we are tired let them kill us all as we fight for our rights baba think deep and give us way forward NO JUSTICE NO PEACE LUOS LIVES MATTER
5730,1,We are the most corrupt country in the world- . I totally agree corruption is out of hand
5731,1,We are the herd that took control watching other herds go by. Buffalo in the Masai Mara by Isak Pretorius.
5732,1,We are the best when it comes to glorifying mediocrity... Ati . Total nonsense.
5733,1,We are telling jubilee demonstrators to stop intimidating Courts.Nobody should block justice. .....
5734,1,We are tayad! if you are unable to arrest him or fear arresting him allow the Citizens of the Republic of Kenya to effect the arrest on your behalf!
5735,1,we are supporting them they will turn on us as kikuyus we shall start ooohhh....time will tell.
5736,1,We are stupid because we elected thieves gave them mandate to manage our purse and now we are complaining that they are stealing. Think!!
5737,1,We are still waiting for Ekuru to say after being given 300million
5738,1,we are still ok with that..Kalonzo doesn't have to be anything for us Kambas to oppose Jubilee!
5739,1,We are staring into a serious constitutional crisis courtesy of Chiloba and co.
5740,1,We are screwed unless a trade is made at the deadline. This is unacceptable Masai Dwayne and the rest of you Raptors. Unacceptable.
5741,1,We are resisting Kikuyus /Kalenjin duopoly. They have to go. Illegitimate Uhuruto Govt. Shame!
5742,1,We are resisting ancestors.. Nyakundi said No!
5743,1,We are ready for it let come what may! Elections aren't about Kikuyus leading always
5744,1,We are proceeding with as planned. CS Matiangi ban was not explained in writing by IG
5745,1,We are praying for Hope. You're all so negative. The whole lot of you NASA supporters . The only thing you inspire is HATE Babu. Grow up!
5746,1,We are pleading for peace come 2017 while some goons are here shouting style up savages
5747,1,We are planning to bring relief food to NASA strongholds on 26th Oct so instead of voting they will go hunt for food.
5748,1,We are our worst enemy we sing praises of thieves and liars then blame it on
5749,1,We are only of service to the rich and powerful as slaves so that they become richer and we the poorer.
5750,1,We are only liberal enough to secure your own votes. Uhuru is being rigged by Kenyatta
5751,1,WE ARE ON TOP : Kikuyus always feel like they're on top please have a seat
5752,1,We are offering and for free to interested nations. I wonder where the they went to school.
5753,1,We are now waiting to hear a Maasai getting it on with a lion... The media wount stop..
5754,1,We are now staring at a constitutional crisis because ar so determined to give power at all cost
5755,1,We are now launching Cuban doctors in Kenya tulirogwa na mchawi mwenyewe akakufa!
5756,1,We are now in 2017when im seeing kikuyus being killed in kawangware becoz of raila
5757,1,We are not voting....and we demand all luhyas not to vote... free khalwale
5758,1,we are not stupid..you just picked a portion of it..poll shows kalenjins have majority of jobs in this govnmt then kiuqs.
5759,1,We are Not speaking Rhetorics. It is simple...RAILA WILL NEVER BE PRESIDENT. Sisi Tumejipanga na Tunajipanga tena.
5760,1,We are not READY to ZONE KENYA .To Avert the situation and a replica
5761,1,We are not one we are long divded let kikuyus lead themselves stay alone because no other tribe matters to them
5762,1,we are not one kikuyus are kikuyus and we are we. Stop fooling yourself. Nonsense
5763,1,We are not KIKUYUS . why don't you go to station with national and official language
5764,1,We are not kenyans as long as uthamaki is still leading us
5765,1,we are not just Ugandans Ethiopians or snakes we are voting machines hihihihi mamako
5766,1,We are not interested in Kikuyus in your rallies bro. We want Kenyans. Watch mombasa in case u missed true kenyan leaders!
5767,1,We are not going to the streets for you . We are not dying for you. We did our part. just do your part.
5768,1,We are not going to rest as until Nkaissery for inciting Garrissa residents against Kambas before elections
5769,1,we are not going to election with chiloba muhati and chebukati
5770,1,We are not going for fresh elections with Criminals like
5771,1,We are not giving up You will kill us all.
5772,1,We are not begging the police to we are demanding they do their jobs. We are not fools we heard loud & clear
5773,1,We are not asking for permission from Kikuyus
5774,1,We are not against the Agikiyu.i love kikuyus ' but please understand that jubilee has failed us.
5775,1,We are not against kikuyus and kales bt can can they pls give us clean pple not UhuRuto again.
5776,1,We are not a police state neither are we a military dictatorship. Remove the cordon around the supreme court.
5777,1,We are Merus . We should identify as such. Unfortunately some people think we are a sub tribe of some other tribe
5778,1,we are Luos we only take security threats and warnings from the FBI
5779,1,WE ARE LUHYAS AND PROUD TO BE!To those who hate LUHYAS KINDLY NOTE: we may not be owning Kenya but we own small...
5780,1,We are looted everyday in these streets of Nairobi yet Matiangi doesn t act Nyakundi expose the same vicious acts in our country yet he and his family are treated as the worst criminals of all time.We indeed are a shithole country.
5781,1,We are looking for 15 African men who look like Masai Mara Tribe people in Kenya (Not South African). The will be...
5782,1,We are living in times where the former leader of the western world is a threat to the western world.
5783,1,We are living in crazy world. Criminals corrupt fellows walk around while poor patriotic citizens continually receive harassment and Acts are being being enacted day and night by the so called leaders All targeting them. Why dont they enacted Acts to Hang corrupt leaders.?????
5784,1,We are living in a country where people are treated like dogs. Uhuru is not going to win this war
5785,1,We are led by thugs Cowards Looters and grabbers Killers etc....This Country is rotten Intimidating and harassing Nyakundi every day is very wrong Without even been told the reason to his arrest ;;;;995955173569769472
5786,1,We are leaving the kikuyus and kalenjins to their own devices and their own country. They can steal from themselves as much as they want. The rest belong to the peoples republic of Kenya. 30% cannot stop us separating because they have monopoly of bullets.
5787,1,We are learning about the Maasai tribe. Did you know they buy their wives with cows? And they can have as many wives as they want!
5788,1,We are kilking our own.Alshabaabs are kikuyus kambas ....etc....
5789,1,We are Kambas ...Kalonzo gani. Kalonzo represents only his type...uliza Muthama...bird of a feather
5790,1,We are justified in calling for arms because our killer has claimed his militia is justified in executing his orders. On a principle of equity the Luo must be armed with the same weapons this militia uses to make this war fair.
5791,1,We are just tired of the old man's rantings just retire and just rest please!!
5792,1,we are indeed behind you as kalenjins Hon Raila. No more dictatorship from Jubilee .Welcome to Emurua Dikirr.
5793,1,We are in the sewage as a country..seems all kikuyus whichever institution they are have chosen to push uthamakistan agenda!
5794,1,We are in it together. Kenyan code word for its my fault but I want us both to suffer for my mistakes. Yeah No. Dear Kalenjins and Kikuyus over to you. Its all yours. Thanks.
5795,1,We are in country where only Kalenjins and kikuyus matter .. Hao wengine ni takataka kwao Let this be a final liberation we are tired ...
5796,1,We are him. He represents us n we are him. Take ur rubbish elsewhere.. !
5797,1,we are headed into a bright future but so many will to be left behind. Women Children Men Maasais Kalenjins Kikuyus a mix of failed dreams
5798,1,We are headed Greek crisis way if things don't change n all of us will suffer UTHAMAKI or otherwise!
5799,1,We are headed for a win.With Kalenjins votes split and Mudavadi with a weak running mate.Nothing is going to stop...
5800,1,We are happy for exaggerated electricity bills because it affects Jubilee and NASA supporters....
5801,1,We Are Greatly Indebted To This Goverment For Making As Realise How Deep They Have Put The Country In Debts
5802,1,We are governed by immature boys. Everyone is taking advantage of everyone else
5803,1,WE ARE GOING TO VOTE KIDERO FOR SAME REASON KIKUYUS ARE VOTING UHURU
5804,1,We are going to vote and protect our votes at the same time. Whether they like it or not. Let them kill us all if they can.
5805,1,We are going to miss our friends but excited to move onto our next and climb
5806,1,We are going to fight for the rights of our foreskins. Luos don't talk about Kikuyu body parts. Kabogo wewe..
5807,1,we are going to court to protect the constitution rule of law and democracy. democracy sio ya mama ya mtu ni sasa hivi.
5808,1,We are fucked
5809,1,We are first Kenyans then Christians & Muslims then Kikuyus & Luos Then Jubilee & Cord down that line ..
5810,1,We are equally screwed by the govt. For some of us Kikuyus Uhuru means shit. So away with all the crap.
5811,1,We are ending 2017 having three president in Kenya. The illegitimate President Uhuru Kenyatta The people's President Raila Odinga and the Boychild President Cyprian Is Nyakundi . What a time to be alive.
5812,1,WE ARE DOOMED!!! UHURU only cares about his stomach and his family not us...Now KIKUYUs vows to teach him a...
5813,1,We are done bridging gaps. Every time we try someone brings it down by electoral theft. Kikuyus and kalenjins can unite and leave as alone
5814,1,We are divorcing whether kikuyus love it or not.. We have resolved to go to our own nation where all tribes are equally treated and human rights are enjoyed by all and not a few tribal goons
5815,1,We are coming for you next. Mtajua hujui. We are tired of . You can both go to hell. tosha
5816,1,We are brothers despite of our political differences..Kimani should get this into his shit head
5817,1,We are blocking people into obscurity because we don't need people here making our online experiences unbearable. How dare you mansplain someone's terrible experience as if you are her? Kenyan men are absolute garbage. You all deserve 100x as much misery as you spread
5818,1,we are being targeted RT : You sit next to a maasai you smell like one the whole day.
5819,1,We are back to and his company of thieves MUST GO! NASA hao!
5820,1,We are aware this time you will use electronic transmission of results to falsify a Raila win.
5821,1,We are aware the Govt/JP is testing the patience of NASA by harassing & also to SHIFT focus from IEBC
5822,1,We are at brink of political violence thanks to Chiloba and Chebukati. You streamed unverified results without Forms 34As!!!
5823,1,We are at a SORRY state!...ADEN DUALE is deciding for the COUNTRY... Kenya is sick.... Kenya must rise up one day
5824,1,we are approching election same money will be used to bribe poor citizens to get those leaders back.
5825,1,We are always talking about Luhya Unity Kamba Unity blah blah blah... all until a year to Elections. A brown envelope comes and again...everyone and their mother for themselves... back to Square 1. Bastards!!!
5826,1,We are also DEEPLY CONCERNED about 's POST-BREXIT PROBLEMS. LET EVERYONE SORT THERE OWN PROBLEMS.
5827,1,We are already radicalized and if it wasn't the sanity of the attacked tribes we would be killing each other now so teach Kikuyus especially what nationalism is and when they have learnt and are exhibiting nationalist behaviors maybe we can include them for now no no
5828,1,We are all suffering pia those Kikuyus and Kalenjins only very few indivinduals wana-loot
5829,1,We are all Nyakundi followers so why don't Matiangi come for us??
5830,1,We are all Nyakundi !! You will overcome not by surrendering but by asserting your authority as GOAT Kenyan blogger
5831,1,We are all Kenyan and our only home is Kenya .The irony is ..the State house is the home only for kikuyus
5832,1,We are all innocent until the so called kuria is guilty
5833,1,We are all crazy. What differs is the degree of madness between leaders and electorate NASA and Jubilee supporters etc
5834,1,We are all a bunch of numbskulls for real. How fast did we forgotten the Waititu/ maasai fiasco. People got killed after that.
5835,1,We are all that has just insulted. Let's all turn up and vote against him on 8.8.17 and see how he wins without our votes
5836,1,We are afraid of the truth!! Mungiki is back that is as a result of getting their heads in power!!
5837,1,We are accepting to be hoodwinked to participate in another sham elections with iebc as presently constituted.
5838,1,We are a tribal nation really.sad thing about being Kenyan that all people talk of is Kikuyu Luo Luhya Kamba etc.
5839,1,We are a rotten lot. Sisi not even the Politicians. Kyuks nyuma ya UK Kales Ruto Luos RAO. Even when theyr shitting on our heads
5840,1,We are a divided country...not solely because of leaders but also because we as kawaida people choose to view everthing from a political n tribal lense.Whn Luo residents of Lucky Summer blindly choose to give home to vigilante activities and police react ni Wajaluo wanapigwa.
5841,1,We appreciate the hate the man on the hill has for Luos we can't keep pretending. When dust is settled no single PR gimmick will change that
5842,1,We always wanted to come and defend us in mt Kenya just like he defends maasai coast etc...We are glad it's finally happening
5843,1,We also kill lions : what to maasais do apart frm herding cows n goats. . ?RT : Hez bluffing hata hajui kuswim!
5844,1,we also don't need fake people like you enyewe wajaluo mlikosa kazi
5845,1,we also don t want to share should be the president of Kikuyus and kalenjins and should be the president of Kenya
5846,1,We also didnt choose to be born non kikuyus . We have been sidelined for a reason beyond our control.
5847,1,we all want to know whether the system was hacked. But your NASA supporters have to know there are rules to this sh*t
5848,1,We all smell a rat. It ain't a coincidence that all Returning Officers in Western are Kalenjins .
5849,1,We all preaching peaceful demos against IEBC officials lkni this lunatic Moses Kuria is planning otherwise
5850,1,We all pay taxes but government employment is mainly a reserve of Kikuyus & Kalenjins.
5851,1,We all need to understand something about trump: He gets his jollies from the thrill of the chase not the kill. Look back on his history as a businessman at how many of his ventures have failed. They fail because he has no attention span. This was never going to happen. Period.
5852,1,We all need Kikuyus and Indians in this country more than we need Luos and all other tribes. Kalenjin work for themselves so they are safe
5853,1,we all know who is determined to rig the coming elections and if you are not Regime Friendly you r eliminated
5854,1,We all know who can stand up to uthamaki demagogues and despots.. kikuyus can have their way and trample upon other kenyan tribes but not LUOs.that you can take to muramati sacco and get a loan
5855,1,We all Know which Tribe is Better at Licking rectums Clean and They are Always Bitter when Luos Don't Lick Ass. Bullshit.
5856,1,We all know where thieves come from in Kenya and we all know who sent them. All I can say is that they are not NASA supporters . You can guess
5857,1,We all know uhuru and ruto are corrupt...We all knew they would rig .. jubilee supporters why the blindness
5858,1,We all know TNA and URP are highly populated with Kikuyus and Kalenjins respectively. Murkomen is actually
5859,1,We all know the police are fools bt may the Lord protect our lives.
5860,1,We all know the new cyber laws were created SPECIFICALLY for Africa is a goddamn pretty shitty continent killing the youth's future to protect old folks.
5861,1,We all know that you dont love Raila but hate Kikuyus . We are here to stay
5862,1,We all know that to Kikuyus the only brother is the one who can speak gikuyu acha upuzi.So you are endorsing the murders by your sisters of their husband's for money?
5863,1,We all know that the looters were Not Nasa Supporters . You cant fool with Kenyans. We are not stupid. Maybe NBC can explain.
5864,1,We all know that Rao will never be president. So all these hashtags against him is waste of time and energy.
5865,1,We all know that Raila is hungry for power and leagcy
5866,1,We all know that hate luos with passion and he is not able to hid it
5867,1,We all know Mr. Kuria called for killing of Luos and Raila.Who did Junet Mohamed want dead. Ole Lenku and Nkaiserry are ONE
5868,1,We all know Luos are pompous by nature! The flashy cars flashy phones usage of big words... is here
5869,1,We all know Kenya is only peaceful when Ruto's side wins otherwise be prepared for war if his candidate looses!
5870,1,We all know how most of you hate Kikuyus but the worst thing ever is hating yourself proud son of uthamaki
5871,1,We all know how masai bitch you really are furthermore we all know how you are just a bahan for that penagih. So don't be too excited girl.
5872,1,We all know Eddie is gunna end up dead like everyone else that crosses the Lyons let's just cut to the chase .
5873,1,We all knew Sylvia Mulinge would buy her way out. In Kenya courts are there to harass and jail the poor!
5874,1,We all forget the many times CK has said Bullshit on shows like sex that we all love is more offensive than dung... Smfh
5875,1,We all as kenyans can decide to send home both Jubilee and NASA . who TF do they think they are
5876,1,We all ( Luos ) offered them a hand by voting Kibaki to the last man and we are now seeing how they are wishing us death politically
5877,1,we ain't interested in anything to do with standard media grp .use your newspapers as tissue papers
5878,1,we ain't gonna be friends with Kikuyus .. Tom Mboya Odhiambo Mbai Argwings Kodhek etc.. deaths are still fresh in our minds
5879,1,We ain't Kenya belongs to kikuyu and kalenjins..the rest aren't individuals..they're slaves for kikuyus and kalenjins..time is coming.
5880,1,we advised to stop being a flower girl in this election but he refused after picking cash from
5881,1,We accepted our horrendous fate with this regime when they killed Jacob Juma and we let it pass. Now it's child's play.
5882,1,We ni kura ama pesa yangu mnataka you cant have both
5883,1,We ni watuma numwo ni Kihii keu...atey ...hahahahahahaha
5884,1,We (TAXPAYERS) will be paying school fees for Yvonne Wamalwa's kids who school in Australia you heard me - Australia. We've so much money that we paying fees in Australian dollars. Jubilee failed to improve our public school system. Fuckery of the day.
5885,1,We (NASA) will not boycott any elections because there will be NONE if IEBC is not REFORMED.
5886,1,We (Meru) usually judge the success of an event by the amount of good food available but to Wajaluo what is important is how you arrive!!
5887,1,We will never rule forever so lets think when we think we are . We shall cry & wish was there to help us
5888,1,We the Kikuyus are to blame for ethnic difference problems
5889,1,We the Abagusii are dodged with Nyakundi and Matiangi. Sorry our plate is full we pass him over to Maasai.
5890,1,We as u know hu put it 2 u that this coward Ababu wil not add any value to any other outfit he joins. But We r proud of him
5891,1,Wazungu wengine ni mambumbumbu kupindukia. Baba mtakatifu ametoa ujumbe mwepesi ila hawa wengine hawalewi
5892,1,Wazungu wa nini wacha atoe dozi kwa hawa wapiga kelele na nimeona kalama nyalawila pale ndo kocha aje nae ...
5893,1,Wazungu nasikia usiku ukilala nao hawa wa kike hawana joto kabsaa.. kama umelala na samaki. : Wazungu hawawachoshi...
5894,1,Wazir Chacha got contacts in high places and used that opportunity to chase pussy Ann Wambere got contacts in high places and used it to earn easy Ksh 59 million.... Boychild n g te.
5895,1,Wazi.Hiyo ni maform>> Kalenjins are loyal. And submissive
5896,1,Wazi dhanks! RT : Dhings are dhick! Nikundialala! LOL RT Reneeology: Any luos !? What does 'weche tek' mean?
5897,1,Wazalendo wa Jubilee ...... Nasa Raila........... CONFUSED Fellows
5898,1,Way to go. We cannot pretend things are ok massaging the Uhuruto misplaced ego.
5899,1,Way Kambas Where are U? are U still Live?... Where are U? I miss U?
5900,1,Way back in history am told the luo community contributed to the odinga's molasses plant here's a chance for another plant
5901,1,WAWANG'OE KWA FUJO TUTAWEKA RAILA.AWE CEO &NASA PRINCIPLES WAKUE IEBC COMMISSIONERS NA BADO
5902,1,wawa lol ati How to kill Alshabab: 1.Turn them to luos 2.Ujaluo itawaua
5903,1,Wauzaji ni Kikuyu wanunuzi ni wajaluo na polisi waua wanunuzi je biasharar itakuwa kweli
5904,1,wautoa na saprano? RT : merus are the second loudest bantus after the kisiis .
5905,1,Wauh you haven't learned to express yourself without insults and vulgar language. So indignant. Gospel according to Mr. Nyakundi .
5906,1,Watu wengine wana tabia mbaya tu! Tho yawa! The Dunford's are as Kenyan as those lion-killing Masai 's! Kubaff! ! Nkt
5907,1,Watu watii amri. You live by the sword and you will die by the sword. And that applies to Mongolians Kikuyus and jaluos alike.
5908,1,Watu was SDA wanazungusha vichwa za jubilee. First it was Maraga then Roselyn Akombe.
5909,1,watu warudi kwao RT : All Somalis without national I.D's & that vaccination mark on the left hand should be deported back to Somalia
5910,1,watu warudi kwao wambouy
5911,1,Watu wangu fungeni virago muende home! Where were you when Kiambu county passed the Kikuyu employment law? But when Kilifi followed suit you you're now having violent bowel movements suddenly because the Kikuyus are spread all over Kenya. We aren't fools!
5912,1,Watu Wako Twitter Akuna Ata Mmoja Mwenye Anatoka Machakos. Kama Yaliyo Ndwele Sipite Mwenyewe Hayukongo Twitter Sambusa Watu Wa Machakos!!! Otherwise Wavinya Atajitoa Kwa Ballot!
5913,1,Watu wa Team Nyakundi si mna ufala
5914,1,Watu wa siaya warudi wajenge kwao how can you have a whole village with grass thatched house today!!!
5915,1,Watu wa Sda Hii Kenya ndo wanaongea. hata kama hamtatupea Amani ju nyi ndo mnasema ukweli . nway
5916,1,Watu wa Nyeri wekeni title deeds zenu vizuri. Arap Mashamba ako mtaa.
5917,1,Watu wa Nyakundi wamejaa kwa menshens wakisema hawaezi itikia anal wakinioa
5918,1,Watu wa Ngong warudi kwao pls. Can't have spent 20 minutes on a 5 minute trip
5919,1,Watu wa nairobi warudi kwao bana RT : Machakos kuna jam allover! Hahaha!
5920,1,watu wa Mumias bado wanalia...you're a big liability to Odinga's candidacy. You're a reason Luhyas are moving out of ODM
5921,1,Watu wa Mombasa road warudi kwao . ..we had forgotten what traffic in jogoo road looked like until you came.
5922,1,Watu wa Meru are beginning to question their roles as Kikuyus ' flower girls...Eti when will hse of mumbi endorse Ameru...chemka bongo
5923,1,Watu wa Kisumu Yaawaaa. Ati wamekula hadi Pesa ya Teargas
5924,1,Watu wa Jubilee...... your catwalking femmeGovernor really cares about your health.
5925,1,Watu wa Jubilee hawana ndevu za kujikuna when thinking like men. That's why wanajikuna sehemu nyeti.
5926,1,Watu wa DJ Afro ii maneno ya supreme mnashikanisha???
5927,1,Watu wa Canaan ni Kama walikuwa wanaenda hapa tu Githurai wanachezea 44/45%
5928,1,Watu wa hawana magari. Baiskeli zetu hazikui affected. However should go through...
5929,1,Watu wa I beseech you sasa tufanye mpango tuhame Kenya jameni. The has been to much. Things are headed for hard place!
5930,1,'Watu kiasi lazima wakufe ndio Raila akuwe Rais' Not my words. So sad
5931,1,Watu kama hawa ndio wanaharibia wakikuyu sifa nkt takataka. IBN: From 1960 to 6035
5932,1,Wats up with these Kikuyus ! All of them are buying motorcycles...?!
5933,1,Wats there? RT : Hnstly why are kisiis nt passing btw and everything is thea.
5934,1,Wats mre hatespeech than leadin looters on the streets destroyin properties frm 1tribe? We wont take it lying down
5935,1,Watoto wa kiswahili wanakukatia mauno unasahau kwenu uliza wajaluo wa Mombasa
5936,1,Watoane nguo kabisa.... Duale is deeply involved in importing/smuggling sugar into the country!!!! We know that. kazi kwa DPP.
5937,1,Watitu maasai 's from Tanzania are not people? When did he become a diplomat?
5938,1,Watishie na kichineese wataDM very fast :Mbona hawa wazungu hawajibu DM ?
5939,1,Wathamaki 'govt' demonstrating outside the Supreme court MSANDO prisssss!
5940,1,watermelon watermelon in wote who are the fairest women of them all KAMBA WOMEN!! (ROYALS) Aberdares
5941,1,Watchmen are typically Maasais..angalia hood yenu uone ..RT Is it a must that security be held by a Maasai ?
5942,1,Watching to see how the SC will pull off this mega PR exercise and manage to convince us kifaranga ya kompyuta won
5943,1,Watching the Aljazeera Investigation on Kenya's extra judicial killings and you can tell some interviewees are Kikuyus the 'r' eludes them.
5944,1,Watching NTV news where Ruto is endorsing candidates in Kericho and the locals are objecting openly.
5945,1,Watching my dad Skype with !!! Hahaha such villagers... enyewe luhyas are backward
5946,1,Watching Kiraitu Murungi speak on TV you realize that he is a man under siege. The ills that he committed at Energy ministry hounds him.
5947,1,Watching inooro tv to see the trials & tribulations that religious kikuyus face eg porn in WhatsApp groups.
5948,1,Watching fake tweef between Jubilee's & meant to distract from debate. !
5949,1,Watching a maasai dance at the coast I can bet three of these guys are kikuyus
5950,1,Watching Jong Il's funeral on and can't help notice how North Koreans moan. Luos and Lunjes are no match. Comically Dramatic
5951,1,Watching and listening to the so called Prof Kagwanja Kikuyus feel rightfully deserving of dominating other tribes and dictate what direction we're going to take. This is absurd!! I wish was there
5952,1,Watchin' The Luyas open for The Dodos they are friggin' brilliant. Canada wins again.
5953,1,Watchin in but all those woman in the military are from one tribe. .
5954,1,Watched a documentary on North Korea. The regime constantly tells its citizens that South Koreans are POOR and disgusting. Now that's similar to what they Kikuyus are told about pple from the lake
5955,1,watch your mouth msee! : . All what Mutahi is trying to do is to enlighten the Poor Ignorant & HIV/AID stric
5956,1,Watch live & see how Eldoret residents / Kalenjins are tearing apart Jubilee & DP Ruto
5957,1,Watanga bwana wako lazy sana asa hawa wadigo sijui wanatembea kwa kujivuta sana
5958,1,watajua hawajui you are the real 'Hessy'
5959,1,wat we myt hear soon...wakyuk 'tunaomba serikali itusaidie hawa Waturkana wa2rundishie mashamba ye2'
5960,1,Wat this douchebag is saying is crap glorifying increase in tax collection yet service delivery is poor is like paying electricity bill yet u hv no power in ur hse shenzi type
5961,1,Wat has he stolen from you Kariuki?which other kenyans?u mean kikuyus ?thats jst the ichaweri oaths working we r praying for y'all.
5962,1,wat do you do when the other tribe hate you you protect yourself by making sure you have that power.stop hating on
5963,1,Wat abt the piple killed by ur piple in mathare and babadogo?..mama Aishas life isn't important than the luos luhyas kisiis and kambas uv sent the police to kill
5964,1,WaswahiLi Wanawachunga Mademu Zao Kwa Bakora Hawa Wanawachunga Kwa Condom nan Bora?!.
5965,1,Waswahili wanasema laana unaipata wakilalamika watu 40 tu..sasa hawa viongoz wana laana au?
5966,1,waswahili wameshasema mtoto umleavo ndivo akuavyo hawa wana malezi mabovu na ndio matokeo ya kiunyama/kishenzi!
5967,1,Wasudani kusini wajaluo wakasome
5968,1,wasting time i thought the servers where hacked yesterday you had result from the servers now you want the servers
5969,1,Wasting Kenyan's time with fraudulent process. said ~ua legal team will not sort out the mess u created!
5970,1,Waste of time and resources even if JESUS took over Raila would still contest after his next Defeat on 17th Oct
5971,1,Waste of time and energy! Crawl back into that hole you came from! RT : Luos are more tribal than Kikuyus.... sue me!!!
5972,1,Wastage of our taxes yet over 50% of Kenyans live on less than US$2 per day. Shame!!!
5973,1,Wasomali? : Have you met KIsiis? Utashangaa RT : Kikuyus are polygamous af.
5974,1,Wasomali? : Have you met KIsiis ? Utashangaa RT : Kikuyus are polygamous af.
5975,1,Wasomali ni hatari. Kuna mmoja ameambia Nyakundi arudie akili Congo Forest.
5976,1,Washington pia ni ya wajaluo ni kama vile Lucy na Caro ni za Wakikuyu
5977,1,Washenzi wanacampaign kwa stronghold yao how you gon' win?? Rao's advisors are dumb!
5978,1,Washenzi wa Pwani kachagua mtu aliyepata D(minus). Halafu wanakuja kutulilia. Shogah nyinyi! Kumamazenu. Endeni mkalie kwa choo jameni. Ujinga wenu sio mzigo wetu. Jipeni shughuli.
5979,1,Washana na sisi RT : I love men from all tribes..lakini kuna wengine wakikuyu na tuaccent..puuh!
5980,1,Wasepere warudi Katanga Belt Wajaluo warudi Sudan ndio Kenya ipone.
5981,1,wasela bado Nyakundi hajaandika article ati Passaris needs a serious dick in her life ?!
5982,1,Wasee wa jubilee wameshika moto ati baba amesema we fundraise. Baba was talking to his supporters si wa yule mlevi.
5983,1,Wasee tuchange doo ya mzinga Mudavadi na weta wameendea madem. Isaac Ruto
5984,1,Wasee nauliza kwani bado chebukati ameshikwa makende?
5985,1,Wasapele smh! QT : Jezus! RT : Kikuyus are only seeing the money at the scene & scrap metal
5986,1,Was wondering why all of a sudden all my Kamba friends are supporting Brazil. Kumbe Jersey ni ya Yellow.
5987,1,was wondering why is trending... the criminal is free.
5988,1,Was unfollowed by someone for saying I thought Nyakundi spoke some truth some time ago then the idiot blocked me. I don't know why
5989,1,Was told a construction in my hood has stalled coz all the Luos are on a go-slow. Ati hawaezi kunywa maziwa juu ya dust. Uji tu .
5990,1,Was this nigga Nyakundi born by a woman? She despises ladies.
5991,1,Was this guy maimed by Kikuyus a Luo???
5992,1,Was the attack of the DP's Sugoi home (lone hawker/attacker)a diversionary tactic?The lazy police officers will come with nothing
5993,1,Was Raila carrying any weapons? Stop being a spectator as humans are killed. STOP KILLING LUOS .
5994,1,Was ODM procuring witness for ICC? Lacking points? go home.
5995,1,Was Nasa cloud talling centre not giving results???? Maybe they can prove themselves wrong ama ilinyeshewa
5996,1,Was Msando sharing a mpango wa kando with Moses Kuria for them to be in the same homestead on the night he(Msando) was murdered?
5997,1,was making reference to having a lollipop vs a sweet. And yes she can still pass out if by the time she put the sweet in her mouth her levels were dangerously low...
5998,1,Was looking at Jubilee line up & noticed neither Kambas or Luhya community are even closer to smelling the meat better in NASA
5999,1,Was jus at home minding my own and two kyuks passed talkin shit about Raila as president and him being luo. I hate how they call em Jaluo .
6000,1,Was Jaramogi a fisherman? The history your were taught in secondary school was wrong and misleading. Anyway i won't blame you. You are a product of a brainwashed society which only thinks that all Raila supporters are luo and that all luos are fishermen.
6001,1,Was it not Raila Odinga who coined the 41 vs 1 mantra in 2007 to alienate Kikuyus from other tribes in the months leading up to the December election? so much for 'uniting' Kenyans
6002,1,Was it in a coalition with URP? RT : All county reps vieing in Nrb under Jubilee are Kikuyus . Wamepanga line apo for introductions.
6003,1,Was it a jubilee plan to kill Luos ? You heard Tuju's statement
6004,1,Was built by the Nyeri County gvt. What's Lamu gvt doing? Scapegoating Kikuyus for every little problem is getting exhausting.
6005,1,Was threatening Kikuyus even before 2022? My peeps I told you we sold our souls to the devil when we voted Uhuruto in 2013 now we must vote for Ruto in 2022 or Sudi and company will make true their words. But because of that I am not voting on Thursday
6006,1,Waruguru the second wife must be prosecuted for inciting hate of Kikuyus in Rift Valley juu walikatazawa kulala hoteli na si yake . for once do what we pay you to do
6007,1,Warudi ocha RT : tweef ya washeensi warudi kwao ati qwani xaxa
6008,1,Warudi kwao wakafight RT : The powerful baggas in S.Sudan have their families safe in Ke. hivyo ndio kunaendanga.
6009,1,Warudi kwao tu
6010,1,Warudi kwao maze RT : The outer rim... RT: collowax Where are all these aliens coming from?
6011,1,Warudi kwao kwa miguu hawa nyauuuu poriii...Mara mia arsenal wanajielewaa sio hawa mbwaaa
6012,1,warudi kwao how can they enter a church and wet bullets on people
